age,gender,member,nmovies,rating,verybad,bad,okay,good,verygood
67,M,yes,0,okay,0,0,1,0,0
29,M,no,4,good,0,0,0,1,0
18,F,yes,2,good,0,0,0,1,0
39,M,yes,4,good,0,0,0,1,0
52,M,yes,5,okay,0,0,1,0,0
34,F,yes,5,bad,0,1,0,0,0
17,M,no,6,good,0,0,0,1,0
21,F,yes,5,very good,0,0,0,0,1
55,F,no,0,okay,0,0,1,0,0
27,F,yes,0,very good,0,0,0,0,1
63,M,yes,0,bad,0,1,0,0,0
66,F,yes,2,okay,0,0,1,0,0
53,M,yes,2,good,0,0,0,1,0
47,F,yes,2,good,0,0,0,1,0
34,F,yes,0,very good,0,0,0,0,1
11,M,yes,0,good,0,0,0,1,0
16,M,yes,5,good,0,0,0,1,0
16,M,no,6,good,0,0,0,1,0
69,M,yes,6,okay,0,0,1,0,0
67,M,no,3,very good,0,0,0,0,1
23,M,yes,4,very good,0,0,0,0,1
16,F,yes,1,good,0,0,0,1,0
28,M,no,2,good,0,0,0,1,0
52,M,yes,2,good,0,0,0,1,0
36,M,no,3,okay,0,0,1,0,0
62,M,yes,1,good,0,0,0,1,0
31,M,yes,4,good,0,0,0,1,0
12,F,yes,3,good,0,0,0,1,0
22,M,no,4,very good,0,0,0,0,1
72,M,yes,6,okay,0,0,1,0,0
13,F,no,4,good,0,0,0,1,0
33,M,yes,6,good,0,0,0,1,0
70,F,yes,3,very bad,1,0,0,0,0
46,M,no,1,okay,0,0,1,0,0
40,F,yes,4,good,0,0,0,1,0
15,M,yes,4,good,0,0,0,1,0
66,F,yes,0,okay,0,0,1,0,0
45,M,yes,4,very bad,1,0,0,0,0
62,M,yes,5,very good,0,0,0,0,1
23,F,yes,6,good,0,0,0,1,0
49,M,yes,7,bad,0,1,0,0,0
66,M,no,4,bad,0,1,0,0,0
20,M,yes,0,good,0,0,0,1,0
43,M,no,6,bad,0,1,0,0,0
32,M,yes,5,very good,0,0,0,0,1
27,M,yes,1,good,0,0,0,1,0
68,M,no,3,okay,0,0,1,0,0
53,M,yes,5,bad,0,1,0,0,0
16,M,yes,3,very good,0,0,0,0,1
70,F,no,5,very bad,1,0,0,0,0
30,M,no,6,okay,0,0,1,0,0
39,F,yes,3,good,0,0,0,1,0
71,F,yes,3,good,0,0,0,1,0
14,M,yes,0,good,0,0,0,1,0
18,M,yes,4,very good,0,0,0,0,1
23,F,yes,2,good,0,0,0,1,0
51,M,yes,6,very good,0,0,0,0,1
34,M,yes,6,good,0,0,0,1,0
49,F,no,6,bad,0,1,0,0,0
48,F,no,5,very bad,1,0,0,0,0
61,M,no,3,okay,0,0,1,0,0
55,F,yes,5,bad,0,1,0,0,0
54,M,yes,4,very bad,1,0,0,0,0
50,F,yes,4,good,0,0,0,1,0
45,F,no,6,very bad,1,0,0,0,0
45,M,yes,2,good,0,0,0,1,0
37,F,yes,0,bad,0,1,0,0,0
39,M,no,2,very good,0,0,0,0,1
33,F,yes,5,very good,0,0,0,0,1
25,M,no,4,very good,0,0,0,0,1
44,M,yes,0,very good,0,0,0,0,1
18,F,yes,6,very good,0,0,0,0,1
32,M,yes,2,bad,0,1,0,0,0
73,M,yes,2,very good,0,0,0,0,1
40,F,yes,6,very bad,1,0,0,0,0
50,M,yes,4,very bad,1,0,0,0,0
73,F,yes,5,very bad,1,0,0,0,0
21,M,yes,4,good,0,0,0,1,0
28,M,yes,3,good,0,0,0,1,0
19,M,yes,5,very good,0,0,0,0,1
51,M,yes,1,good,0,0,0,1,0
29,M,yes,4,okay,0,0,1,0,0
35,M,yes,5,good,0,0,0,1,0
62,M,yes,2,okay,0,0,1,0,0
45,M,no,3,very good,0,0,0,0,1
51,F,yes,2,good,0,0,0,1,0
32,M,no,6,good,0,0,0,1,0
38,F,yes,0,very good,0,0,0,0,1
46,M,yes,4,very good,0,0,0,0,1
55,F,yes,4,very bad,1,0,0,0,0
56,M,yes,5,very good,0,0,0,0,1
18,F,yes,5,very good,0,0,0,0,1
72,F,yes,1,bad,0,1,0,0,0
43,M,yes,0,okay,0,0,1,0,0
66,F,no,6,okay,0,0,1,0,0
51,M,yes,7,bad,0,1,0,0,0
44,M,no,2,very good,0,0,0,0,1
46,M,yes,1,very good,0,0,0,0,1
11,M,yes,1,good,0,0,0,1,0
63,F,yes,3,okay,0,0,1,0,0
32,F,yes,0,bad,0,1,0,0,0
34,M,no,1,very good,0,0,0,0,1
72,M,yes,2,okay,0,0,1,0,0
52,M,yes,1,good,0,0,0,1,0
59,M,yes,3,good,0,0,0,1,0
21,M,yes,7,very good,0,0,0,0,1
22,F,yes,7,very good,0,0,0,0,1
45,M,yes,2,okay,0,0,1,0,0
54,M,yes,3,bad,0,1,0,0,0
